isbn,title,authors,publication_year,average_rating,ratings_count
345476867,Pandora / Vittorio the Vampire (New Tales of the Vampires),Anne Rice,1998,4.03,10977
61728934,"Summer and the City (The Carrie Diaries, #2)",Candace Bushnell,2011,3.63,11366
1410400964,"The Stone Monkey (Lincoln Rhyme, #4)",Jeffery Deaver,2002,3.94,11769
042520426X,"Origin in Death (In Death, #21)",J.D. Robb,2005,4.34,16775
689849230,"The First Part Last (Heaven, #2)",Angela Johnson,2003,3.96,12689
307459659,The Invisible Gorilla: And Other Ways Our Intuitions Deceive Us,"Christopher Chabris, Daniel Simons",2010,3.88,10080
055358359X,"Prior Bad Acts (Kovac and Liska, #3)",Tami Hoag,2006,4.07,11454
61131644,"Firestar's Quest (Warriors Super Edition, #1)",Erin Hunter,2007,4.32,14773
385521723,A Fraction of the Whole,Steve Toltz,2008,4.06,7646
763655996,This is Not My Hat,Jon Klassen,2012,4.23,14779
761147489,I Will Teach You To Be Rich,Ramit Sethi,2009,4.04,10209
446580856,"Radiant Angel (John Corey, #7)",Nelson DeMille,2015,3.84,6590
84386874,"Rejoice (Redemption, #4)","Karen Kingsbury, Gary Smalley",2004,4.45,11013
385530803,Physics of the Future: How Science Will Shape Human Destiny and Our Daily Lives by the Year 2100,Michio Kaku,2011,3.98,10159
1423168232,"The Naturals (The Naturals, #1)",Jennifer Lynn Barnes,2013,4.16,16704
1405208198,"Tintin in Tibet (Tintin, #20)","Hergé, Leslie Lonsdale-Cooper, Michael Turner",1960,4.2,10146
99459051,"Firewall (Wallander, #8)","Henning Mankell, Ebba Segerberg",1997,3.95,10138
081099478X,"Tales From the Hood (The Sisters Grimm, #6)","Michael Buckley, Peter Ferguson",2008,4.29,15020
316611689,"Mutiny on the Bounty (The Bounty Trilogy, #1)","Charles Bernard Nordhoff, James Norman Hall",1932,3.97,11746
1931514941,"Love Hina, Vol. 01",Ken Akamatsu,1999,3.73,10926
075730334X,What the Bleep Do We Know!?: Discovering the Endless Possibilities for Altering Your Everyday Reality,"William Arntz, Betsy Chasse, Mark Vicente",2005,4.25,9759
1612187005,"The Wretched of Muirwood (Legends of Muirwood, #1)",Jeff Wheeler,2011,3.97,6029
380753022,"Gentle Rogue (Malory-Anderson Family, #3)",Johanna Lindsey,1990,4.23,15496
62429973,"The Shepherd's Crown (Discworld, #41; Tiffany Aching, #5)",Terry Pratchett,2015,4.34,9134
192805622,Mary Barton,"Elizabeth Gaskell, Shirley Foster",1848,3.7,11742
486424529,Nostromo,Joseph Conrad,1904,3.81,11478
758278438,The Plum Tree,Ellen Marie Wiseman,2012,4.02,8479
1421506289,"Death Note, Vol. 7: Zero (Death Note, #7)","Tsugumi Ohba, Takeshi Obata",2005,4.41,14480
980003431,"The Crown Conspiracy (The Riyria Revelations, #1)",Michael J. Sullivan,2008,4.15,12198
1250029880,"Styxx (Dark-Hunter, #22)",Sherrilyn Kenyon,2013,4.58,14344
019280474X,Eugénie Grandet,"Honoré de Balzac, Sylvia Raphael, Christopher Prendergast",1833,3.79,11028
039458404X,Essentials of Classic Italian Cooking,"Marcella Hazan, Karin Kretschmann",1992,4.26,10729
312340710,Silence of the Grave (Inspector Erlendur #4),"Arnaldur Indriðason, Bernard Scudder",2001,3.94,8918
803737203,The Catastrophic History of You and Me,Jess Rothenberg,2012,4.04,12890
805090053,"Girl, Stolen (Girl, Stolen #1)",April Henry,2010,3.99,13108
1590388003,"Leven Thumps and the Eyes of the Want (Leven Thumps, #3)",Obert Skye,2007,3.97,11192
1935618040,The Girl Who Was on Fire: Your Favorite Authors on Suzanne Collins' Hunger Games Trilogy,"Leah Wilson, Jennifer Lynn Barnes, Mary Borsellino, Sarah Rees Brennan, Terri  Clark, Bree Despain, Adrienne Kress, Sarah Darer Littman, Cara Lockwood, Elizabeth M. Rees, Carrie Ryan, Ned Vizzini, Lili Wilkinson, Blythe Woolston",2011,4.28,10189
006444001X,A Bargain for Frances,"Russell Hoban, Lillian Hoban",1970,4.25,13135
399158820,"Calculated in Death (In Death, #36)",J.D. Robb,2013,4.23,12807
1555977073,The Argonauts,Maggie Nelson,2015,3.99,11925
316005274,Gonzo: The Life of Hunter S. Thompson,"Jann S. Wenner, Corey Seymour",2007,4.07,9915
374106681,The Last Painting of Sara de Vos,Dominic Smith,2016,3.83,12029
758266944,"Kiss of Frost (Mythos Academy, #2)",Jennifer Estep,2011,4.05,18386
439050235,Duck On A Bike,David Shannon,2002,4.06,12461
1401341705,The Soldier's Wife,Margaret Leroy,2011,3.88,11421
140097317,"City of Glass (The New York Trilogy, #1)",Paul Auster,1985,3.81,10157
850515025,Memórias Póstumas de Brás Cubas,Machado de Assis,1880,4.23,8306
61160881,"This Body of Death (Inspector Lynley, #16)",Elizabeth  George,2010,4.01,12396
553262149,"Emily Climbs (Emily, #2)",L.M. Montgomery,1925,4.14,15498
446500046,"Kushiel's Mercy (Imriel's Trilogy, #3)",Jacqueline Carey,2001,4.3,13337
006000942X,How to Read Literature Like a Professor: A Lively and Entertaining Guide to Reading Between the Lines,Thomas C. Foster,2003,3.63,12467
765332000,"Shadows in Flight (Ender's Shadow, #5)",Orson Scott Card,2011,3.76,11464
62289241,"Burn for Me (Hidden Legacy, #1)",Ilona Andrews,2014,4.34,17853
743281640,"Chasing Darkness (Elvis Cole, #12)",Robert Crais,2008,4.18,11070
810987880,"ttyl (Internet Girls, #1)",Lauren Myracle,2004,3.46,14505
312291450,If Chins Could Kill: Confessions of a B-Movie Actor,Bruce Campbell,2001,3.99,11853
1421515636,"Vampire Knight, Vol. 4 (Vampire Knight, #4)","Matsuri Hino, Tomo Kimura",2006,4.31,13515
3499237709,Train Dreams,"Denis Johnson, Bettina Abarbanell",2002,3.89,4886
62219685,The Art of Thinking Clearly,Rolf Dobelli,2011,3.79,8367
152002650,Mouse Paint,Ellen Stoll Walsh,1989,4.15,12839
3822859710,Edvard Munch: 1863-1944 (Basic Art),Ulrich Bischoff,1990,4.07,8308
631227083,Art in Theory 1900 - 2000: An Anthology of Changing Ideas,"Charles Harrison, Paul Wood",2002,3.94,7861
811879542,Press Here,"Hervé Tullet, Christopher Franceschelli",2010,4.44,15315
340894334,"The Killing (Cherub, #4)",Robert Muchamore,2005,4.12,11584
752849190,Darkest Fear (Myron Bolitar #7),Harlan Coben,1999,4.03,10955
192723715,The Lady of Shalott,"Alfred Tennyson, Charles Keeping",1833,4.17,14848
689875460,"Revenge of the Wannabes (The Clique, #3)",Lisi Harrison,2005,3.76,12935
019283617X,On the Genealogy of Morals,"Friedrich Nietzsche, Douglas Smith",1887,4.1,9214
1563890526,Hellblazer: Original Sins,"Jamie Delano, John Ridgway, Alfredo Alcalá",1988,4.1,12881
1401341764,Happy Accidents: A Memoir,"Jane Lynch, Lisa Dickey",2011,3.69,10824
749955910,"Celebrity in Death (In Death, #34)",J.D. Robb,2012,4.28,13182
1585678449,"The 13œ Lives of Captain Bluebear (Zamonia, #1)","Walter Moers, John Brownjohn",1999,4.2,10560
140132937,The Wives of Henry VIII,Antonia Fraser,1992,4.15,13159
61998168,Every Thing on It,Shel Silverstein,2011,4.39,11547
394839730,The Snowman,Raymond Briggs,1978,4.28,13496
62333046,"Nash (Marked Men, #4)",Jay Crownover,2014,4.21,21213
345379187,Billions & Billions: Thoughts on Life and Death at the Brink of the Millennium,"Carl Sagan, Ann Druyan",1997,4.26,10690
399155988,"Rough Country (Virgil Flowers, #3)",John Sandford,2009,4.15,12594
449911934,Rabbit Redux (Rabbit Angstrom #2),John Updike,1971,3.79,11051
60562250,Lemony Snicket: The Unauthorized Autobiography (A Series of Unfortunate Events companion),Lemony Snicket,2002,3.72,14205
330344951,"Ross Poldark (Poldark, #1)",Winston Graham,1945,4.11,5990
1250067847,"Orphan X (Orphan X, #1)",Gregg Hurwitz,2016,4.08,10320
1587672286,Blockade Billy,Stephen King,2010,3.4,12179
752858637,The Matlock Paper,Robert Ludlum,1973,3.86,11118
1565125525,Breakfast with Buddha,Roland Merullo,2007,3.82,8634
140449213,The Twelve Caesars,"Suetonius, Michael Grant, Robert Graves",119,4.05,11283
1627761314,???? [H?awjan],"Ibraheem Abbas, ??????? ????, Yasser Bahjatt",2013,3.75,10203
140294295,"Sharpe's Rifles (Sharpe, #6)",Bernard Cornwell,1988,4.21,10342
345479335,"Vector Prime (Star Wars: The New Jedi Order, #1)",R.A. Salvatore,1999,3.79,10769
60519568,"Touching Darkness (Midnighters, #2)",Scott Westerfeld,2005,3.89,16168
1416593381,"Revenge of the Spellmans (The Spellmans, #3)",Lisa Lutz,2009,4.14,14258
1594205345,Detroit: An American Autopsy,Charlie LeDuff,2013,3.95,9860
61043494,"Gaudy Night (Lord Peter Wimsey, #12)",Dorothy L. Sayers,1935,4.26,14750
174348495X,"Kings Rising (Captive Prince, #3)",C.S. Pacat,2016,4.5,14210
60082097,"Mortal Engines (The Hungry City Chronicles, #1)",Philip Reeve,2001,3.98,12868
1846058317,Private London (Private #4),"James Patterson, Mark Pearson",2011,3.75,9922
451463072,"Blood Cross (Jane Yellowrock, #2)",Faith Hunter,2010,4.13,16307
394758250,"The Lady in the Lake (Philip Marlowe, #4)",Raymond Chandler,1943,4.07,11613
439673631,I Love You Through and Through,"Bernadette Rossetti-Shustak, Caroline Jayne Church",2005,4.39,10808
525954562,"Crash & Burn (Tessa Leoni, #3)",Lisa Gardner,2015,4,8644
1401211038,"Justice, Volume 1","Jim Krueger, Alex Ross, Doug Braithwaite",2006,4.14,10232
886778441,"River of Blue Fire (Otherland, #2)",Tad Williams,1998,4,12015
786814179,"The Wind Singer (Wind on Fire, #1)","William Nicholson, Peter Sís",2000,3.84,12654
156031612,The End of Mr. Y,Scarlett Thomas,2006,3.79,7920
345501748,Gentlemen of the Road,"Michael Chabon, Gary Gianni",2007,3.42,10440
316043001,Those Guys Have All the Fun: Inside the World of ESPN,"James Andrew Miller, Tom Shales",2011,3.69,9413
743484258,Big Fish,Daniel Wallace,1998,3.64,11526
425266869,"Breakable (Contours of the Heart, #2)",Tammara Webber,2014,4.06,17319
62209841,The Death of Bees,Lisa O'Donnell,2012,3.81,11530
076790284X,Bella Tuscany,Frances Mayes,1999,3.74,10773
451236718,"Black Dawn (The Morganville Vampires, #12)",Rachel Caine,2012,4.26,14778
62007289,Through My Eyes,"Tim Tebow, Nathan Whitaker",2011,3.92,8727
446610380,"Parable of the Talents (Earthseed, #2)",Octavia E. Butler,1998,4.21,10500
1613778538,"Locke & Key, Vol. 6: Alpha & Omega","Joe Hill, Gabriel Rodríguez",2014,4.5,14363
307020754,The Country Mouse and the City Mouse; The Fox and the Crow; The Dog and His Bone,"Patricia M. Scarry, Richard Scarry",1961,4.28,11493
618446877,Dark Star Safari: Overland from Cairo to Cape Town,Paul Theroux,2002,3.96,9662
345327861,"Crystal Singer (Crystal Singer, #1)",Anne McCaffrey,1982,4.07,14864
60283246,If You Give a Cat a Cupcake,"Laura Joffe Numeroff, Felicia Bond",2008,4.2,11948
034551128X,Darth Plagueis,James Luceno,2012,4.07,9052
006245496X,"The Rainbow Comes and Goes: A Mother and Son On Life, Love, and Loss","Anderson Cooper, Gloria Vanderbilt",2016,3.79,10758
316261246,Underground Airlines,Ben H. Winters,2016,3.88,9728
312359667,"Raven Black (Shetland Island, #1)",Ann Cleeves,2006,3.85,10617
1250002826,"Infamous (Chronicles of Nick, #3)",Sherrilyn Kenyon,2012,4.36,8185
440220424,Having Our Say: The Delany Sisters' First 100 Years,"Sarah L. Delany, A. Elizabeth Delany, Amy Hill Hearth",1993,4.14,11668
374299250,Lush Life,Richard Price,2008,3.69,9478
671038540,What's Eating Gilbert Grape,Peter Hedges,1991,4.1,11352
385342942,The Truth According to Us,Annie Barrows,2015,3.75,9815
842386882,"Reunion (Redemption, #5)","Karen Kingsbury, Gary Smalley",2004,4.49,11105
055299877X,"More Tales of the City (Tales of the City, #2)",Armistead Maupin,1980,4.18,9799
140449442,Thérèse Raquin,"Émile Zola, Robin Buss",1867,3.71,10734
307394999,The Night Strangers,Chris Bohjalian,2011,3.16,12907
125011117X,Behind Her Eyes,Sarah Pinborough,2017,3.77,17944
486437507,The King in Yellow and Other Horror Stories,"Robert W. Chambers, E.F. Bleiler",1895,3.57,5719
393307611,H.M.S. Surprise,Patrick O'Brian,1973,4.42,10513
451163931,The Virtue of Selfishness: A New Concept of Egoism,"Ayn Rand, Nathaniel Branden",1961,3.47,10198
778325504,"Twenty Wishes (Blossom Street, #5)",Debbie Macomber,2008,4.16,12324
670020575,Through Black Spruce,Joseph Boyden,2008,4.11,10305
312571259,One Good Dog,Susan  Wilson,2010,4.07,10379
802135781,Sexing the Cherry,Jeanette Winterson,1989,3.83,10450
312576986,The Murderer's Daughters,Randy Susan Meyers,2009,3.68,10567
399154701,"Strangers in Death (In Death, #26)",J.D. Robb,2008,4.29,15651
1423157311,"The Archived (The Archived, #1)",Victoria Schwab,2013,4.02,16580
802130917,Glengarry Glen Ross,David Mamet,1983,3.95,11636
156030373,The Island of the Day Before,Umberto Eco,1994,3.43,9723
1250077699,The Sound of Gravel,Ruth Wariner,2016,4.15,12045
072324734X,The Complete Adventures of Peter Rabbit,Beatrix Potter,1982,4.46,13271
606300538,A Charlie Brown Christmas,Charles M. Schulz,1965,4.48,11639
9509051373,"Sin City: Una Dura Despedida, #1 de 3",Frank Miller,1991,4.21,9115
425223256,"Hostage to Pleasure (Psy-Changeling, #5)",Nalini Singh,2008,4.22,19705
743254430,"Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx",Adrian Nicole LeBlanc,2003,4.23,9053
735102864,Resurrection,"Leo Tolstoy, Louise Maude, Aylmer Maude",1899,4.1,9482
1439134340,"Hard Magic (Grimnoir Chronicles, #1)",Larry Correia,2011,4.13,10808
1847376177,"Storm Prey (Lucas Davenport, #20)",John Sandford,2010,4.15,11566
310240506,The Case for a Creator: A Journalist Investigates Scientific Evidence That Points Toward God,Lee Strobel,2004,4.1,9216
1937007294,"Fated (Alex Verus, #1)",Benedict Jacka,2012,3.89,12609
755358783,Instructions for a Heatwave,Maggie O'Farrell,2013,3.62,9071
345505719,"Victims (Alex Delaware, #27)",Jonathan Kellerman,2012,3.94,10482
345543122,"The Job (Fox and O'Hare, #3)","Janet Evanovich, Lee Goldberg",2014,3.95,11337
1419717014,"Old School (Diary of a Wimpy Kid, #10)",Jeff Kinney,2015,4.28,11836
786813075,The Skin I'm In,Sharon G. Flake,1998,4.13,9634
006178480X,The Eye of God (Sigma Force #9),James Rollins,2013,4.11,9389
571225365,An Artist of the Floating World,Kazuo Ishiguro,1986,3.72,10430
802118585,Night Train to Lisbon,"Pascal Mercier, Barbara Harshav",2004,3.7,7838
62240196,"Romancing the Duke (Castles Ever After, #1)",Tessa Dare,2014,3.91,15558
451410815,"The Man With a Load of Mischief (Richard Jury, #1)",Martha Grimes,1981,4.01,11947
1463756976,"The Underworld (Fallen Star, #2)",Jessica Sorensen,2011,4.12,11604
743262131,"The Path Between the Seas: The Creation of the Panama Canal, 1870-1914",David McCullough,1977,4.19,9349
62277022,LaRose,Louise Erdrich,2016,3.86,9136
1620402750,Before We Met,Lucie Whitehouse,2014,3.43,7826
61256684,Waiter Rant: Thanks for the Tip-Confessions of a Cynical Waiter,"The Waiter, Steve Dublanica",2008,3.49,10341
385366434,"Two Ravens and One Crow (The Iron Druid Chronicles, #4.5)",Kevin Hearne,2012,4.2,11562
543896609,The Black Arrow,Robert Louis Stevenson,1888,3.81,12298
399157239,"Dead or Alive (Jack Ryan Universe, #13)","Tom Clancy, Grant Blackwood",2010,3.79,10644
671729403,"Fallen Hearts (Casteel, #3)",V.C. Andrews,1984,3.89,12450
756403014,"Dragon Prince (Dragon Prince, #1)",Melanie Rawn,1985,3.94,12739
1439156336,"The Burning Wire (Lincoln Rhyme, #9)",Jeffery Deaver,2010,4.04,11376
316899984,"River, Cross My Heart",Breena Clarke,1999,3.47,11642
802472966,Lies Women Believe: And the Truth that Sets Them Free,"Nancy Leigh DeMoss, Elisabeth Elliot",2000,4.1,9714
968709184,To Build a Fire,Jack London,1903,3.92,12133
316701343,"Invasion of the Boy Snatchers (The Clique, #4)",Lisi Harrison,2005,3.79,13093
345417968,The 158-Pound Marriage,John Irving,1974,3.22,10532
1401322905,Free: The Future of a Radical Price,Chris Anderson,2009,3.83,10607
156097432X,Palestine,"Joe Sacco, Edward Said",1996,4.2,9823
452275040,Dear Theo,"Vincent van Gogh, Irving Stone, Jean   Stone",1937,4.09,9121
7350481,One Hundred Names,Cecelia Ahern,2012,3.75,10994
1419122126,"Good Wives (Little Women, #1.5)",Louisa May Alcott,1868,3.92,13964
62227327,The Ghost Bride,Yangsze Choo,2013,3.74,11645
99409968,Star Wars - Episode I: The Phantom Menace,"Terry Brooks, George Lucas",1999,3.55,11602
1595828753,"Avatar: The Last Airbender (The Promise, #2)","Gene Luen Yang, Michael Dante DiMartino, Gurihiru, Bryan Konietzko",2012,4.43,12220
552551317,"Girls in Love (Girls, #1)",Jacqueline Wilson,1997,3.53,11953
64440516,Little Bear's Friend,"Else Holmelund Minarik, Maurice Sendak",1960,4.3,12446
743235274,The Creative Habit: Learn It and Use It for Life,Twyla Tharp,2003,4,12838
61990655,"A Beautiful Dark (A Beautiful Dark, #1)",Jocelyn Davies,2011,3.9,16529
788720392,"Lady of Avalon (Avalon, #3)","Marion Zimmer Bradley, Diana L. Paxson",1996,3.88,12663
399160450,"Threat Vector (Jack Ryan Universe, #15)","Tom Clancy, Mark Greaney",2012,4.1,8320
671725823,Miles: The Autobiography,"Miles Davis, Quincy Troupe",1989,4.18,8827
440409411,"The Castle in the Attic (The Castle in the Attic, #1)",Elizabeth Winthrop,1985,3.96,14611
61767891,Does the Noise in My Head Bother You?,Steven Tyler,2011,3.47,9312
1416549978,"The Broken Window (Lincoln Rhyme, #8)",Jeffery Deaver,2008,4.07,11706
1476778019,"Beautiful Secret (Beautiful Bastard, #4)",Christina Lauren,2015,4.13,17215
399157573,"Dust (Kay Scarpetta, #21)",Patricia Cornwell,2013,3.53,9402
486275442,The Three Sisters,Anton Chekhov,1900,3.76,10688
439679966,"Evil Star (The Gatekeepers, #2)",Anthony Horowitz,2006,3.98,12391
1476776075,"You Were Mine (Rosemary Beach, #9)",Abbi Glines,2014,4.26,17714
031298328X,Full Tilt (Full #2),"Janet Evanovich, Charlotte Hughes",2002,3.7,14923
316032220,Beat the Reaper (Peter Brown #1),Josh Bazell,2008,3.79,10987
312989768,Nantucket Nights,Elin Hilderbrand,2002,3.64,9825
076534078X,"The Machine Crusade (Legends of Dune, #2)","Brian Herbert, Kevin J. Anderson",2002,3.73,10126
345418530,"Ogre, Ogre (Xanth #5)",Piers Anthony,1982,3.73,13795
517502917,The Annotated Sherlock Holmes: The Four Novels and the Fifty-Six Short Stories Complete (2 Volume Set),"Arthur Conan Doyle, William S. Baring-Gould",1967,4.58,9551
425272354,"Devil's Game (Reapers MC, #3)",Joanna Wylde,2014,4.3,20085
140547126,There's a Nightmare in My Closet,Mercer Mayer,1968,4.22,13413
62325345,"Flesh and Blood (Kay Scarpetta, #22)",Patricia Cornwell,2014,3.67,8447
805445528,Breaking Free: Discover the Victory of Total Surrender,Beth Moore,1999,4.43,9922
140504206,Where's Spot?,Eric Hill,1980,4.05,13105
1515303942,Cocky Bastard,"Penelope Ward, Vi Keeland",2015,4.18,14964
143035061,"Out to Canaan (Mitford Years, #4)",Jan Karon,1997,4.28,12491
316002925,"The Dangerous Days of Daniel X (Daniel X, #1)","James Patterson, Michael Ledwidge",2007,3.57,14222
000741949X,"The Hidden Child (Patrik Hedström, #5)","Camilla Läckberg, Tiina Nunnally",2007,3.94,7998
451217454,Waiting to Exhale (Waiting To Exhale #1),Terry McMillan,1992,3.94,11315
545240778,Prom and Prejudice,Elizabeth Eulberg,2011,3.82,16286
044669567X,Strip Tease,Carl Hiaasen,1993,3.82,11308
1400034698,Strange Pilgrims,Gabriel García Márquez,1992,4.02,5911
553297988,"Jedi Search (Star Wars: The Jedi Academy Trilogy, #1)",Kevin J. Anderson,1994,3.64,12686
1595541810,"Showdown (Paradise, #1)",Ted Dekker,2005,3.93,11122
399164421,"Thankless in Death (In Death, #37)",J.D. Robb,2013,4.28,11740
743431677,Call for the Dead,John le Carré,1961,3.77,9611
142501085,"Marlfox (Redwall, #11)",Brian Jacques,1998,3.99,13426
679761047,Snow Country,"Yasunari Kawabata, Edward G. Seidensticker",1937,3.7,9942
767921992,Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu,J. Maarten Troost,2006,3.86,10292
425161242,"Chromosome 6 (Jack Stapleton & Laurie Montgomery, #3)",Robin Cook,1997,3.89,11572
425178102,Big Trouble,Dave Barry,1999,3.81,10954
486434095,The House of the Dead,"Fyodor Dostoyevsky, Ergin Altay",1861,4.03,8354
031234872X,"A Total Waste of Makeup (Charlize Edwards, #1)",Kim Gruenenfelder,2005,3.69,10464
